Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
HUNGARY,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,33.351953,20260416,22
HUNGARY,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.048506,20260416,22
HUNGARY,2023 Q3,Reinsurers' share,Non-Life,R0240,425.604172,20260416,22
HUNGARY,2023 Q3,Net,Non-Life,R0300,1322.074915,20260416,22
HUNGARY,2023 Q3,Claims incurred,Non-Life,R0301,,20260416,22
HUNGARY,2023 Q3,Gross - Direct Business,Non-Life,R0310,731.798458,20260416,22
HUNGARY,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,4.357767,20260416,22
HUNGARY,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-1.077599,20260416,22
HUNGARY,2023 Q3,Reinsurers' share,Non-Life,R0340,158.964319,20260416,22
HUNGARY,2023 Q3,Net,Non-Life,R0400,576.114308,20260416,22
HUNGARY,2023 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,22
HUNGARY,2023 Q3,Gross - Direct Business,Non-Life,R0410,-0.039216,20260416,22
HUNGARY,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.302756,20260416,22
HUNGARY,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,22
HUNGARY,2023 Q3,Reinsurers' share,Non-Life,R0440,-5.424778,20260416,22
HUNGARY,2023 Q3,Net,Non-Life,R0500,5.688318,20260416,22
HUNGARY,2023 Q3,Expenses incurred,Non-Life,R0550,555.037095,20260416,22
HUNGARY,2023 Q3,Other expenses,Non-Life,R1200,3.782641,20260416,22
HUNGARY,2023 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20260416,22
HUNGARY,2023 Q3,Total technical expenses,Non-Life,R1300,558.819735,20260416,22
HUNGARY,2023 Q3,Premiums written,Life,R1401,,20260416,22
HUNGARY,2023 Q3,Gross,Life,R1410,1067.719444,20260416,22
HUNGARY,2023 Q3,Reinsurers' share,Life,R1420,11.957126,20260416,22
HUNGARY,2023 Q3,Net,Life,R1500,1055.762318,20260416,22
HUNGARY,2023 Q3,Premiums earned,Life,R1501,,20260416,22
HUNGARY,2023 Q3,Gross,Life,R1510,1067.728587,20260416,22
HUNGARY,2023 Q3,Reinsurers' share,Life,R1520,11.711894,20260416,22
HUNGARY,2023 Q3,Net,Life,R1600,1056.016693,20260416,22
HUNGARY,2023 Q3,Claims incurred,Life,R1601,,20260416,22
HUNGARY,2023 Q3,Gross,Life,R1610,807.435412,20260416,22
HUNGARY,2023 Q3,Reinsurers' share,Life,R1620,2.577263,20260416,22
HUNGARY,2023 Q3,Net,Life,R1700,804.858149,20260416,22
HUNGARY,2023 Q3,Changes in other technical provisions,Life,R1701,,20260416,22
HUNGARY,2023 Q3,Gross,Life,R1710,-361.163341,20260416,22
HUNGARY,2023 Q3,Reinsurers' share,Life,R1720,0.343956,20260416,22
HUNGARY,2023 Q3,Net,Life,R1800,-361.507298,20260416,22
HUNGARY,2023 Q3,Expenses incurred,Life,R1900,253.477909,20260416,22
HUNGARY,2023 Q3,Other expenses,Life,R2500,5.363293,20260416,22
HUNGARY,2023 Q3,Balance - other technical expenses/income,Life,R2510,,20260416,22
HUNGARY,2023 Q3,Total technical expenses,Life,R2600,258.841201,20260416,22
HUNGARY,2023 Q3,Net Combined Ratio,Non-Life,Z0001,0.86,20260416,22
HUNGARY,2023 Q3,Net Expense Ratio,Non-Life,Z0002,0.42,20260416,22
HUNGARY,2023 Q4,Premiums written,Non-Life,R0101,,20260416,22
HUNGARY,2023 Q4,Gross - Direct Business,Non-Life,R0110,2138.700235,20260416,22
HUNGARY,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,46.66975,20260416,22
HUNGARY,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.131243,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Non-Life,R0140,589.769294,20260416,22
HUNGARY,2023 Q4,Net,Non-Life,R0200,1595.731933,20260416,22
HUNGARY,2023 Q4,Premiums earned,Non-Life,R0201,,20260416,22
HUNGARY,2023 Q4,Gross - Direct Business,Non-Life,R0210,2055.657375,20260416,22
HUNGARY,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,45.778743,20260416,22
HUNGARY,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.127651,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Non-Life,R0240,568.279552,20260416,22
HUNGARY,2023 Q4,Net,Non-Life,R0300,1533.284217,20260416,22
HUNGARY,2023 Q4,Claims incurred,Non-Life,R0301,,20260416,22
HUNGARY,2023 Q4,Gross - Direct Business,Non-Life,R0310,977.354977,20260416,22
HUNGARY,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,6.749625,20260416,22
HUNGARY,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-2.50681,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Non-Life,R0340,211.039853,20260416,22
HUNGARY,2023 Q4,Net,Non-Life,R0400,770.557939,20260416,22
HUNGARY,2023 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Non-Life,R0440,,20260416,22
HUNGARY,2023 Q4,Net,Non-Life,R0500,,20260416,22
HUNGARY,2023 Q4,Expenses incurred,Non-Life,R0550,661.888712,20260416,22
HUNGARY,2023 Q4,Other expenses,Non-Life,R1200,,20260416,22
HUNGARY,2023 Q4,Balance - other technical expenses/income,Non-Life,R1210,-1.346082,20260416,22
HUNGARY,2023 Q4,Total technical expenses,Non-Life,R1300,660.54263,20260416,22
HUNGARY,2023 Q4,Premiums written,Life,R1401,,20260416,22
HUNGARY,2023 Q4,Gross,Life,R1410,1432.89039,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Life,R1420,16.43574,20260416,22
HUNGARY,2023 Q4,Net,Life,R1500,1416.45465,20260416,22
HUNGARY,2023 Q4,Premiums earned,Life,R1501,,20260416,22
HUNGARY,2023 Q4,Gross,Life,R1510,1431.127338,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Life,R1520,16.538069,20260416,22
HUNGARY,2023 Q4,Net,Life,R1600,1414.589269,20260416,22
HUNGARY,2023 Q4,Claims incurred,Life,R1601,,20260416,22
HUNGARY,2023 Q4,Gross,Life,R1610,1073.530286,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Life,R1620,6.000661,20260416,22
HUNGARY,2023 Q4,Net,Life,R1700,1067.529626,20260416,22
HUNGARY,2023 Q4,Changes in other technical provisions,Life,R1701,,20260416,22
HUNGARY,2023 Q4,Gross,Life,R1710,,20260416,22
HUNGARY,2023 Q4,Reinsurers' share,Life,R1720,,20260416,22
HUNGARY,2023 Q4,Net,Life,R1800,,20260416,22
HUNGARY,2023 Q4,Expenses incurred,Life,R1900,351.555859,20260416,22
HUNGARY,2023 Q4,Other expenses,Life,R2500,,20260416,22
HUNGARY,2023 Q4,Balance - other technical expenses/income,Life,R2510,11.579148,20260416,22
HUNGARY,2023 Q4,Total technical expenses,Life,R2600,363.135007,20260416,22
HUNGARY,2023 Q4,Net Combined Ratio,Non-Life,Z0001,0.93,20260416,22
HUNGARY,2023 Q4,Net Expense Ratio,Non-Life,Z0002,0.43,20260416,22
HUNGARY,2024 Q1,Premiums written,Non-Life,R0101,,20260416,22
HUNGARY,2024 Q1,Gross - Direct Business,Non-Life,R0110,664.907454,20260416,22
HUNGARY,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,31.248206,20260416,22
HUNGARY,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.027059,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Non-Life,R0140,198.986088,20260416,22
HUNGARY,2024 Q1,Net,Non-Life,R0200,497.196632,20260416,22
HUNGARY,2024 Q1,Premiums earned,Non-Life,R0201,,20260416,22
HUNGARY,2024 Q1,Gross - Direct Business,Non-Life,R0210,526.913204,20260416,22
HUNGARY,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,14.205082,20260416,22
HUNGARY,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.027528,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Non-Life,R0240,145.933624,20260416,22
HUNGARY,2024 Q1,Net,Non-Life,R0300,395.212189,20260416,22
HUNGARY,2024 Q1,Claims incurred,Non-Life,R0301,,20260416,22
HUNGARY,2024 Q1,Gross - Direct Business,Non-Life,R0310,220.933305,20260416,22
HUNGARY,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,2.619454,20260416,22
HUNGARY,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.004583,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Non-Life,R0340,51.113688,20260416,22
HUNGARY,2024 Q1,Net,Non-Life,R0400,172.443654,20260416,22
HUNGARY,2024 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Non-Life,R0440,,20260416,22
HUNGARY,2024 Q1,Net,Non-Life,R0500,,20260416,22
HUNGARY,2024 Q1,Expenses incurred,Non-Life,R0550,180.152178,20260416,22
HUNGARY,2024 Q1,Other expenses,Non-Life,R1200,,20260416,22
HUNGARY,2024 Q1,Balance - other technical expenses/income,Non-Life,R1210,-1.483941,20260416,22
HUNGARY,2024 Q1,Total technical expenses,Non-Life,R1300,178.668237,20260416,22
HUNGARY,2024 Q1,Premiums written,Life,R1401,,20260416,22
HUNGARY,2024 Q1,Gross,Life,R1410,368.153443,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Life,R1420,4.889976,20260416,22
HUNGARY,2024 Q1,Net,Life,R1500,363.263467,20260416,22
HUNGARY,2024 Q1,Premiums earned,Life,R1501,,20260416,22
HUNGARY,2024 Q1,Gross,Life,R1510,365.812679,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Life,R1520,3.898871,20260416,22
HUNGARY,2024 Q1,Net,Life,R1600,361.913808,20260416,22
HUNGARY,2024 Q1,Claims incurred,Life,R1601,,20260416,22
HUNGARY,2024 Q1,Gross,Life,R1610,270.345799,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Life,R1620,1.699526,20260416,22
HUNGARY,2024 Q1,Net,Life,R1700,268.646273,20260416,22
HUNGARY,2024 Q1,Changes in other technical provisions,Life,R1701,,20260416,22
HUNGARY,2024 Q1,Gross,Life,R1710,,20260416,22
HUNGARY,2024 Q1,Reinsurers' share,Life,R1720,,20260416,22
HUNGARY,2024 Q1,Net,Life,R1800,,20260416,22
HUNGARY,2024 Q1,Expenses incurred,Life,R1900,93.584675,20260416,22
HUNGARY,2024 Q1,Other expenses,Life,R2500,,20260416,22
HUNGARY,2024 Q1,Balance - other technical expenses/income,Life,R2510,3.023683,20260416,22
HUNGARY,2024 Q1,Total technical expenses,Life,R2600,96.608357,20260416,22
HUNGARY,2024 Q1,Net Combined Ratio,Non-Life,Z0001,0.89,20260416,22
HUNGARY,2024 Q1,Net Expense Ratio,Non-Life,Z0002,0.46,20260416,22
HUNGARY,2024 Q2,Premiums written,Non-Life,R0101,,20260416,23
HUNGARY,2024 Q2,Gross - Direct Business,Non-Life,R0110,1214.338846,20260416,23
HUNGARY,2024 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,41.65915,20260416,23
HUNGARY,2024 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.064225,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Non-Life,R0140,338.648196,20260416,23
HUNGARY,2024 Q2,Net,Non-Life,R0200,917.414025,20260416,23
HUNGARY,2024 Q2,Premiums earned,Non-Life,R0201,,20260416,23
HUNGARY,2024 Q2,Gross - Direct Business,Non-Life,R0210,1086.07417,20260416,23
HUNGARY,2024 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,29.067108,20260416,23
HUNGARY,2024 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.064096,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Non-Life,R0240,297.482652,20260416,23
HUNGARY,2024 Q2,Net,Non-Life,R0300,817.722722,20260416,23
HUNGARY,2024 Q2,Claims incurred,Non-Life,R0301,,20260416,23
HUNGARY,2024 Q2,Gross - Direct Business,Non-Life,R0310,498.525243,20260416,23
HUNGARY,2024 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,44.880503,20260416,23
HUNGARY,2024 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.002398,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Non-Life,R0340,152.638648,20260416,23
HUNGARY,2024 Q2,Net,Non-Life,R0400,390.7647,20260416,23
HUNGARY,2024 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Non-Life,R0440,,20260416,23
HUNGARY,2024 Q2,Net,Non-Life,R0500,,20260416,23
HUNGARY,2024 Q2,Expenses incurred,Non-Life,R0550,359.533504,20260416,23
HUNGARY,2024 Q2,Other expenses,Non-Life,R1200,,20260416,23
HUNGARY,2024 Q2,Balance - other technical expenses/income,Non-Life,R1210,-2.571986,20260416,23
HUNGARY,2024 Q2,Total technical expenses,Non-Life,R1300,356.961518,20260416,23
HUNGARY,2024 Q2,Premiums written,Life,R1401,,20260416,23
HUNGARY,2024 Q2,Gross,Life,R1410,770.345702,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Life,R1420,8.845655,20260416,23
HUNGARY,2024 Q2,Net,Life,R1500,761.500047,20260416,23
HUNGARY,2024 Q2,Premiums earned,Life,R1501,,20260416,23
HUNGARY,2024 Q2,Gross,Life,R1510,767.459163,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Life,R1520,8.184368,20260416,23
HUNGARY,2024 Q2,Net,Life,R1600,759.274794,20260416,23
HUNGARY,2024 Q2,Claims incurred,Life,R1601,,20260416,23
HUNGARY,2024 Q2,Gross,Life,R1610,530.215431,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Life,R1620,4.253856,20260416,23
HUNGARY,2024 Q2,Net,Life,R1700,525.961575,20260416,23
HUNGARY,2024 Q2,Changes in other technical provisions,Life,R1701,,20260416,23
HUNGARY,2024 Q2,Gross,Life,R1710,,20260416,23
HUNGARY,2024 Q2,Reinsurers' share,Life,R1720,,20260416,23
HUNGARY,2024 Q2,Net,Life,R1800,,20260416,23
HUNGARY,2024 Q2,Expenses incurred,Life,R1900,187.394452,20260416,23
HUNGARY,2024 Q2,Other expenses,Life,R2500,,20260416,23
HUNGARY,2024 Q2,Balance - other technical expenses/income,Life,R2510,4.329794,20260416,23
HUNGARY,2024 Q2,Total technical expenses,Life,R2600,191.724246,20260416,23
HUNGARY,2024 Q2,Net Combined Ratio,Non-Life,Z0001,0.92,20260416,23
HUNGARY,2024 Q2,Net Expense Ratio,Non-Life,Z0002,0.44,20260416,23
HUNGARY,2024 Q3,Premiums written,Non-Life,R0101,,20260416,23
HUNGARY,2024 Q3,Gross - Direct Business,Non-Life,R0110,1793.165557,20260416,23
HUNGARY,2024 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,53.267186,20260416,23
HUNGARY,2024 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.113011,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Non-Life,R0140,493.003599,20260416,23
HUNGARY,2024 Q3,Net,Non-Life,R0200,1353.542156,20260416,23
HUNGARY,2024 Q3,Premiums earned,Non-Life,R0201,,20260416,23
HUNGARY,2024 Q3,Gross - Direct Business,Non-Life,R0210,1668.753894,20260416,23
HUNGARY,2024 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,46.036295,20260416,23
HUNGARY,2024 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.113013,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Non-Life,R0240,458.669292,20260416,23
HUNGARY,2024 Q3,Net,Non-Life,R0300,1256.23391,20260416,23
HUNGARY,2024 Q3,Claims incurred,Non-Life,R0301,,20260416,23
HUNGARY,2024 Q3,Gross - Direct Business,Non-Life,R0310,775.88704,20260416,23
HUNGARY,2024 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,46.60344,20260416,23
HUNGARY,2024 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.00125,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Non-Life,R0340,207.480618,20260416,23
HUNGARY,2024 Q3,Net,Non-Life,R0400,615.008612,20260416,23
HUNGARY,2024 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Non-Life,R0440,,20260416,23
HUNGARY,2024 Q3,Net,Non-Life,R0500,,20260416,23
HUNGARY,2024 Q3,Expenses incurred,Non-Life,R0550,533.254067,20260416,23
HUNGARY,2024 Q3,Other expenses,Non-Life,R1200,,20260416,23
HUNGARY,2024 Q3,Balance - other technical expenses/income,Non-Life,R1210,-3.041334,20260416,23
HUNGARY,2024 Q3,Total technical expenses,Non-Life,R1300,530.212732,20260416,23
HUNGARY,2024 Q3,Premiums written,Life,R1401,,20260416,23
HUNGARY,2024 Q3,Gross,Life,R1410,1121.90071,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Life,R1420,12.93263,20260416,23
HUNGARY,2024 Q3,Net,Life,R1500,1108.96808,20260416,23
HUNGARY,2024 Q3,Premiums earned,Life,R1501,,20260416,23
HUNGARY,2024 Q3,Gross,Life,R1510,1120.960162,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Life,R1520,12.449137,20260416,23
HUNGARY,2024 Q3,Net,Life,R1600,1108.511025,20260416,23
HUNGARY,2024 Q3,Claims incurred,Life,R1601,,20260416,23
HUNGARY,2024 Q3,Gross,Life,R1610,765.014856,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Life,R1620,5.527172,20260416,23
HUNGARY,2024 Q3,Net,Life,R1700,759.487683,20260416,23
HUNGARY,2024 Q3,Changes in other technical provisions,Life,R1701,,20260416,23
HUNGARY,2024 Q3,Gross,Life,R1710,,20260416,23
HUNGARY,2024 Q3,Reinsurers' share,Life,R1720,,20260416,23
HUNGARY,2024 Q3,Net,Life,R1800,,20260416,23
HUNGARY,2024 Q3,Expenses incurred,Life,R1900,274.93777,20260416,23
HUNGARY,2024 Q3,Other expenses,Life,R2500,,20260416,23
HUNGARY,2024 Q3,Balance - other technical expenses/income,Life,R2510,6.523149,20260416,23
HUNGARY,2024 Q3,Total technical expenses,Life,R2600,281.460919,20260416,23
HUNGARY,2024 Q3,Net Combined Ratio,Non-Life,Z0001,0.91,20260416,23
HUNGARY,2024 Q3,Net Expense Ratio,Non-Life,Z0002,0.42,20260416,23
HUNGARY,2024 Q4,Premiums written,Non-Life,R0101,,20260416,23
HUNGARY,2024 Q4,Gross - Direct Business,Non-Life,R0110,2257.250416,20260416,23
HUNGARY,2024 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,59.814973,20260416,23
HUNGARY,2024 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.135593,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Non-Life,R0140,593.937102,20260416,23
HUNGARY,2024 Q4,Net,Non-Life,R0200,1723.263879,20260416,23
HUNGARY,2024 Q4,Premiums earned,Non-Life,R0201,,20260416,23
HUNGARY,2024 Q4,Gross - Direct Business,Non-Life,R0210,2181.697058,20260416,23
HUNGARY,2024 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,57.812338,20260416,23
HUNGARY,2024 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.13408,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Non-Life,R0240,592.558249,20260416,23
HUNGARY,2024 Q4,Net,Non-Life,R0300,1647.085227,20260416,23
HUNGARY,2024 Q4,Claims incurred,Non-Life,R0301,,20260416,23
HUNGARY,2024 Q4,Gross - Direct Business,Non-Life,R0310,994.912315,20260416,23
HUNGARY,2024 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,38.641413,20260416,23
HUNGARY,2024 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.915985,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Non-Life,R0340,224.177816,20260416,23
HUNGARY,2024 Q4,Net,Non-Life,R0400,808.459927,20260416,23
HUNGARY,2024 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Non-Life,R0440,,20260416,23
HUNGARY,2024 Q4,Net,Non-Life,R0500,,20260416,23
HUNGARY,2024 Q4,Expenses incurred,Non-Life,R0550,696.253713,20260416,23
HUNGARY,2024 Q4,Other expenses,Non-Life,R1200,,20260416,23
HUNGARY,2024 Q4,Balance - other technical expenses/income,Non-Life,R1210,-3.563987,20260416,23
HUNGARY,2024 Q4,Total technical expenses,Non-Life,R1300,692.689726,20260416,23
HUNGARY,2024 Q4,Premiums written,Life,R1401,,20260416,23
HUNGARY,2024 Q4,Gross,Life,R1410,1470.321139,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Life,R1420,17.422512,20260416,23
HUNGARY,2024 Q4,Net,Life,R1500,1452.898628,20260416,23
HUNGARY,2024 Q4,Premiums earned,Life,R1501,,20260416,23
HUNGARY,2024 Q4,Gross,Life,R1510,1467.949848,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Life,R1520,17.176953,20260416,23
HUNGARY,2024 Q4,Net,Life,R1600,1450.772894,20260416,23
HUNGARY,2024 Q4,Claims incurred,Life,R1601,,20260416,23
HUNGARY,2024 Q4,Gross,Life,R1610,1001.098623,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Life,R1620,6.342557,20260416,23
HUNGARY,2024 Q4,Net,Life,R1700,994.756066,20260416,23
HUNGARY,2024 Q4,Changes in other technical provisions,Life,R1701,,20260416,23
HUNGARY,2024 Q4,Gross,Life,R1710,,20260416,23
HUNGARY,2024 Q4,Reinsurers' share,Life,R1720,,20260416,23
HUNGARY,2024 Q4,Net,Life,R1800,,20260416,23
HUNGARY,2024 Q4,Expenses incurred,Life,R1900,367.250861,20260416,23
HUNGARY,2024 Q4,Other expenses,Life,R2500,,20260416,23
HUNGARY,2024 Q4,Balance - other technical expenses/income,Life,R2510,9.38086,20260416,23
HUNGARY,2024 Q4,Total technical expenses,Life,R2600,376.631722,20260416,23
HUNGARY,2024 Q4,Net Combined Ratio,Non-Life,Z0001,0.91,20260416,23
HUNGARY,2024 Q4,Net Expense Ratio,Non-Life,Z0002,0.42,20260416,23
HUNGARY,2025 Q1,Premiums written,Non-Life,R0101,,20260416,23
HUNGARY,2025 Q1,Gross - Direct Business,Non-Life,R0110,725.706068,20260416,23
HUNGARY,2025 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,38.532277,20260416,23
HUNGARY,2025 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.040327,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Non-Life,R0140,214.90401,20260416,23
HUNGARY,2025 Q1,Net,Non-Life,R0200,549.374662,20260416,23
HUNGARY,2025 Q1,Premiums earned,Non-Life,R0201,,20260416,23
HUNGARY,2025 Q1,Gross - Direct Business,Non-Life,R0210,591.078634,20260416,23
HUNGARY,2025 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,16.644638,20260416,23
HUNGARY,2025 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.04019,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Non-Life,R0240,159.467301,20260416,23
HUNGARY,2025 Q1,Net,Non-Life,R0300,448.29616,20260416,23
HUNGARY,2025 Q1,Claims incurred,Non-Life,R0301,,20260416,23
HUNGARY,2025 Q1,Gross - Direct Business,Non-Life,R0310,236.396881,20260416,23
HUNGARY,2025 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,0.587187,20260416,23
HUNGARY,2025 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.0014,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Non-Life,R0340,49.849398,20260416,23
HUNGARY,2025 Q1,Net,Non-Life,R0400,187.13327,20260416,23
HUNGARY,2025 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Non-Life,R0440,,20260416,23
HUNGARY,2025 Q1,Net,Non-Life,R0500,,20260416,23
HUNGARY,2025 Q1,Expenses incurred,Non-Life,R0550,196.219537,20260416,23
HUNGARY,2025 Q1,Other expenses,Non-Life,R1200,,20260416,23
HUNGARY,2025 Q1,Balance - other technical expenses/income,Non-Life,R1210,-0.754016,20260416,23
HUNGARY,2025 Q1,Total technical expenses,Non-Life,R1300,195.465521,20260416,23
HUNGARY,2025 Q1,Premiums written,Life,R1401,,20260416,23
HUNGARY,2025 Q1,Gross,Life,R1410,550.116169,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Life,R1420,5.416294,20260416,23
HUNGARY,2025 Q1,Net,Life,R1500,544.699875,20260416,23
HUNGARY,2025 Q1,Premiums earned,Life,R1501,,20260416,23
HUNGARY,2025 Q1,Gross,Life,R1510,547.67615,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Life,R1520,4.428949,20260416,23
HUNGARY,2025 Q1,Net,Life,R1600,543.247201,20260416,23
HUNGARY,2025 Q1,Claims incurred,Life,R1601,,20260416,23
HUNGARY,2025 Q1,Gross,Life,R1610,301.509225,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Life,R1620,0.48716,20260416,23
HUNGARY,2025 Q1,Net,Life,R1700,301.022065,20260416,23
HUNGARY,2025 Q1,Changes in other technical provisions,Life,R1701,,20260416,23
HUNGARY,2025 Q1,Gross,Life,R1710,,20260416,23
HUNGARY,2025 Q1,Reinsurers' share,Life,R1720,,20260416,23
HUNGARY,2025 Q1,Net,Life,R1800,,20260416,23
HUNGARY,2025 Q1,Expenses incurred,Life,R1900,101.313198,20260416,23
HUNGARY,2025 Q1,Other expenses,Life,R2500,,20260416,23
HUNGARY,2025 Q1,Balance - other technical expenses/income,Life,R2510,2.348915,20260416,23
HUNGARY,2025 Q1,Total technical expenses,Life,R2600,103.662113,20260416,23
HUNGARY,2025 Q1,Net Combined Ratio,Non-Life,Z0001,0.86,20260416,23
HUNGARY,2025 Q1,Net Expense Ratio,Non-Life,Z0002,0.44,20260416,23
HUNGARY,2025 Q2,Premiums written,Non-Life,R0101,,20260416,23
HUNGARY,2025 Q2,Gross - Direct Business,Non-Life,R0110,1319.329235,20260416,23
HUNGARY,2025 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,56.155293,20260416,23
HUNGARY,2025 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.085335,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Non-Life,R0140,364.479058,20260416,23
HUNGARY,2025 Q2,Net,Non-Life,R0200,1011.090805,20260416,23
HUNGARY,2025 Q2,Premiums earned,Non-Life,R0201,,20260416,23
HUNGARY,2025 Q2,Gross - Direct Business,Non-Life,R0210,1206.540178,20260416,23
HUNGARY,2025 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,37.739102,20260416,23
HUNGARY,2025 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.088956,20260416,23
HUNGARY,2025 Q2,Reinsurers' share,Non-Life,R0240,321.352127,20260416,23
HUNGARY,2025 Q2,Net,Non-Life,R0300,923.016109,20260416,23
