Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
AUSTRIA,2018 Q3,Reinsurers' share,Non-Life,R0240,2078.614236,20260416,35
AUSTRIA,2018 Q3,Net,Non-Life,R0300,5972.066511,20260416,35
AUSTRIA,2018 Q3,Claims incurred,Non-Life,R0301,,20260416,35
AUSTRIA,2018 Q3,Gross - Direct Business,Non-Life,R0310,4085.369345,20260416,35
AUSTRIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,584.632908,20260416,35
AUSTRIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,17.267522,20260416,35
AUSTRIA,2018 Q3,Reinsurers' share,Non-Life,R0340,1103.322059,20260416,35
AUSTRIA,2018 Q3,Net,Non-Life,R0400,3583.947716,20260416,35
AUSTRIA,2018 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,35
AUSTRIA,2018 Q3,Gross - Direct Business,Non-Life,R0410,-40.846152,20260416,35
AUSTRIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.044985,20260416,35
AUSTRIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,35
AUSTRIA,2018 Q3,Reinsurers' share,Non-Life,R0440,-1.044495,20260416,35
AUSTRIA,2018 Q3,Net,Non-Life,R0500,-39.846642,20260416,35
AUSTRIA,2018 Q3,Expenses incurred,Non-Life,R0550,1346.693521,20260416,35
AUSTRIA,2018 Q3,Other expenses,Non-Life,R1200,649.404089,20260416,35
AUSTRIA,2018 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20260416,35
AUSTRIA,2018 Q3,Total technical expenses,Non-Life,R1300,1996.097611,20260416,35
AUSTRIA,2018 Q3,Premiums written,Life,R1401,,20260416,35
AUSTRIA,2018 Q3,Gross,Life,R1410,5826.043487,20260416,35
AUSTRIA,2018 Q3,Reinsurers' share,Life,R1420,124.790383,20260416,35
AUSTRIA,2018 Q3,Net,Life,R1500,5701.253104,20260416,35
AUSTRIA,2018 Q3,Premiums earned,Life,R1501,,20260416,35
AUSTRIA,2018 Q3,Gross,Life,R1510,5859.640192,20260416,35
AUSTRIA,2018 Q3,Reinsurers' share,Life,R1520,124.839837,20260416,35
AUSTRIA,2018 Q3,Net,Life,R1600,5734.800355,20260416,35
AUSTRIA,2018 Q3,Claims incurred,Life,R1601,,20260416,35
AUSTRIA,2018 Q3,Gross,Life,R1610,5612.118748,20260416,35
AUSTRIA,2018 Q3,Reinsurers' share,Life,R1620,98.531718,20260416,35
AUSTRIA,2018 Q3,Net,Life,R1700,5513.587031,20260416,35
AUSTRIA,2018 Q3,Changes in other technical provisions,Life,R1701,,20260416,35
AUSTRIA,2018 Q3,Gross,Life,R1710,319.942595,20260416,35
AUSTRIA,2018 Q3,Reinsurers' share,Life,R1720,12.687146,20260416,35
AUSTRIA,2018 Q3,Net,Life,R1800,307.25545,20260416,35
AUSTRIA,2018 Q3,Expenses incurred,Life,R1900,725.894479,20260416,35
AUSTRIA,2018 Q3,Other expenses,Life,R2500,297.425154,20260416,35
AUSTRIA,2018 Q3,Balance - other technical expenses/income,Life,R2510,,20260416,35
AUSTRIA,2018 Q3,Total technical expenses,Life,R2600,1023.319633,20260416,35
AUSTRIA,2018 Q3,Net Combined Ratio,Non-Life,Z0001,0.83,20260416,35
AUSTRIA,2018 Q3,Net Expense Ratio,Non-Life,Z0002,0.23,20260416,35
AUSTRIA,2018 Q4,Premiums written,Non-Life,R0101,,20260416,35
AUSTRIA,2018 Q4,Gross - Direct Business,Non-Life,R0110,9435.680224,20260416,35
AUSTRIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,1270.068295,20260416,35
AUSTRIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,8.792809,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Non-Life,R0140,2799.275278,20260416,35
AUSTRIA,2018 Q4,Net,Non-Life,R0200,7915.26605,20260416,35
AUSTRIA,2018 Q4,Premiums earned,Non-Life,R0201,,20260416,35
AUSTRIA,2018 Q4,Gross - Direct Business,Non-Life,R0210,9416.394447,20260416,35
AUSTRIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,1256.544905,20260416,35
AUSTRIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,8.782948,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Non-Life,R0240,2794.26562,20260416,35
AUSTRIA,2018 Q4,Net,Non-Life,R0300,7887.456681,20260416,35
AUSTRIA,2018 Q4,Claims incurred,Non-Life,R0301,,20260416,35
AUSTRIA,2018 Q4,Gross - Direct Business,Non-Life,R0310,5598.39834,20260416,35
AUSTRIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,834.492914,20260416,35
AUSTRIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,3.904764,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Non-Life,R0340,1634.817275,20260416,35
AUSTRIA,2018 Q4,Net,Non-Life,R0400,4801.978744,20260416,35
AUSTRIA,2018 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,35
AUSTRIA,2018 Q4,Gross - Direct Business,Non-Life,R0410,-20.607193,20260416,35
AUSTRIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.302529,20260416,35
AUSTRIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,2.107512,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Non-Life,R0440,-0.528305,20260416,35
AUSTRIA,2018 Q4,Net,Non-Life,R0500,-17.668847,20260416,35
AUSTRIA,2018 Q4,Expenses incurred,Non-Life,R0550,2689.746731,20260416,35
AUSTRIA,2018 Q4,Other expenses,Non-Life,R1200,104.308045,20260416,35
AUSTRIA,2018 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20260416,35
AUSTRIA,2018 Q4,Total technical expenses,Non-Life,R1300,2794.054776,20260416,35
AUSTRIA,2018 Q4,Premiums written,Life,R1401,,20260416,35
AUSTRIA,2018 Q4,Gross,Life,R1410,7803.916701,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Life,R1420,158.8385,20260416,35
AUSTRIA,2018 Q4,Net,Life,R1500,7645.078201,20260416,35
AUSTRIA,2018 Q4,Premiums earned,Life,R1501,,20260416,35
AUSTRIA,2018 Q4,Gross,Life,R1510,7820.900812,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Life,R1520,159.305864,20260416,35
AUSTRIA,2018 Q4,Net,Life,R1600,7661.594948,20260416,35
AUSTRIA,2018 Q4,Claims incurred,Life,R1601,,20260416,35
AUSTRIA,2018 Q4,Gross,Life,R1610,8114.116591,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Life,R1620,103.524772,20260416,35
AUSTRIA,2018 Q4,Net,Life,R1700,8010.591819,20260416,35
AUSTRIA,2018 Q4,Changes in other technical provisions,Life,R1701,,20260416,35
AUSTRIA,2018 Q4,Gross,Life,R1710,674.862902,20260416,35
AUSTRIA,2018 Q4,Reinsurers' share,Life,R1720,3.232185,20260416,35
AUSTRIA,2018 Q4,Net,Life,R1800,671.630717,20260416,35
AUSTRIA,2018 Q4,Expenses incurred,Life,R1900,1387.977529,20260416,35
AUSTRIA,2018 Q4,Other expenses,Life,R2500,55.433828,20260416,35
AUSTRIA,2018 Q4,Balance - other technical expenses/income,Life,R2510,,20260416,35
AUSTRIA,2018 Q4,Total technical expenses,Life,R2600,1443.411357,20260416,35
AUSTRIA,2018 Q4,Net Combined Ratio,Non-Life,Z0001,0.95,20260416,35
AUSTRIA,2018 Q4,Net Expense Ratio,Non-Life,Z0002,0.34,20260416,35
AUSTRIA,2019 Q1,Premiums written,Non-Life,R0101,,20260416,35
AUSTRIA,2019 Q1,Gross - Direct Business,Non-Life,R0110,3251.510261,20260416,35
AUSTRIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,359.455233,20260416,35
AUSTRIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,5.819502,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Non-Life,R0140,971.665925,20260416,35
AUSTRIA,2019 Q1,Net,Non-Life,R0200,2645.11907,20260416,35
AUSTRIA,2019 Q1,Premiums earned,Non-Life,R0201,,20260416,35
AUSTRIA,2019 Q1,Gross - Direct Business,Non-Life,R0210,2467.371241,20260416,35
AUSTRIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,330.492102,20260416,35
AUSTRIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,5.564338,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Non-Life,R0240,723.450523,20260416,35
AUSTRIA,2019 Q1,Net,Non-Life,R0300,2079.977158,20260416,35
AUSTRIA,2019 Q1,Claims incurred,Non-Life,R0301,,20260416,35
AUSTRIA,2019 Q1,Gross - Direct Business,Non-Life,R0310,1365.009521,20260416,35
AUSTRIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,200.697852,20260416,35
AUSTRIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,5.579089,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Non-Life,R0340,402.051791,20260416,35
AUSTRIA,2019 Q1,Net,Non-Life,R0400,1169.234671,20260416,35
AUSTRIA,2019 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,35
AUSTRIA,2019 Q1,Gross - Direct Business,Non-Life,R0410,-4.549115,20260416,35
AUSTRIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.027439,20260416,35
AUSTRIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Non-Life,R0440,-0.411675,20260416,35
AUSTRIA,2019 Q1,Net,Non-Life,R0500,-4.164879,20260416,35
AUSTRIA,2019 Q1,Expenses incurred,Non-Life,R0550,756.676337,20260416,35
AUSTRIA,2019 Q1,Other expenses,Non-Life,R1200,21.248465,20260416,35
AUSTRIA,2019 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20260416,35
AUSTRIA,2019 Q1,Total technical expenses,Non-Life,R1300,777.924802,20260416,35
AUSTRIA,2019 Q1,Premiums written,Life,R1401,,20260416,35
AUSTRIA,2019 Q1,Gross,Life,R1410,2014.129949,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Life,R1420,35.123749,20260416,35
AUSTRIA,2019 Q1,Net,Life,R1500,1979.006201,20260416,35
AUSTRIA,2019 Q1,Premiums earned,Life,R1501,,20260416,35
AUSTRIA,2019 Q1,Gross,Life,R1510,1923.018183,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Life,R1520,35.065814,20260416,35
AUSTRIA,2019 Q1,Net,Life,R1600,1887.952369,20260416,35
AUSTRIA,2019 Q1,Claims incurred,Life,R1601,,20260416,35
AUSTRIA,2019 Q1,Gross,Life,R1610,2109.169039,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Life,R1620,26.002557,20260416,35
AUSTRIA,2019 Q1,Net,Life,R1700,2083.166481,20260416,35
AUSTRIA,2019 Q1,Changes in other technical provisions,Life,R1701,,20260416,35
AUSTRIA,2019 Q1,Gross,Life,R1710,-390.584366,20260416,35
AUSTRIA,2019 Q1,Reinsurers' share,Life,R1720,2.475425,20260416,35
AUSTRIA,2019 Q1,Net,Life,R1800,-393.05979,20260416,35
AUSTRIA,2019 Q1,Expenses incurred,Life,R1900,342.015786,20260416,35
AUSTRIA,2019 Q1,Other expenses,Life,R2500,9.286405,20260416,35
AUSTRIA,2019 Q1,Balance - other technical expenses/income,Life,R2510,,20260416,35
AUSTRIA,2019 Q1,Total technical expenses,Life,R2600,351.302191,20260416,35
AUSTRIA,2019 Q1,Net Combined Ratio,Non-Life,Z0001,0.93,20260416,35
AUSTRIA,2019 Q1,Net Expense Ratio,Non-Life,Z0002,0.36,20260416,35
AUSTRIA,2019 Q2,Premiums written,Non-Life,R0101,,20260416,35
AUSTRIA,2019 Q2,Gross - Direct Business,Non-Life,R0110,5584.676854,20260416,35
AUSTRIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,663.81043,20260416,35
AUSTRIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,7.081987,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Non-Life,R0140,1635.134025,20260416,35
AUSTRIA,2019 Q2,Net,Non-Life,R0200,4620.435246,20260416,35
AUSTRIA,2019 Q2,Premiums earned,Non-Life,R0201,,20260416,35
AUSTRIA,2019 Q2,Gross - Direct Business,Non-Life,R0210,4948.975386,20260416,35
AUSTRIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,628.33913,20260416,35
AUSTRIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,6.915529,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Non-Life,R0240,1432.084091,20260416,35
AUSTRIA,2019 Q2,Net,Non-Life,R0300,4152.145954,20260416,35
AUSTRIA,2019 Q2,Claims incurred,Non-Life,R0301,,20260416,35
AUSTRIA,2019 Q2,Gross - Direct Business,Non-Life,R0310,2761.356878,20260416,35
AUSTRIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,378.440803,20260416,35
AUSTRIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,25.908621,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Non-Life,R0340,766.195787,20260416,35
AUSTRIA,2019 Q2,Net,Non-Life,R0400,2399.510514,20260416,35
AUSTRIA,2019 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,35
AUSTRIA,2019 Q2,Gross - Direct Business,Non-Life,R0410,9.838653,20260416,35
AUSTRIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.120475,20260416,35
AUSTRIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Non-Life,R0440,5.276453,20260416,35
AUSTRIA,2019 Q2,Net,Non-Life,R0500,4.441725,20260416,35
AUSTRIA,2019 Q2,Expenses incurred,Non-Life,R0550,1458.114189,20260416,35
AUSTRIA,2019 Q2,Other expenses,Non-Life,R1200,66.607903,20260416,35
AUSTRIA,2019 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20260416,35
AUSTRIA,2019 Q2,Total technical expenses,Non-Life,R1300,1524.722092,20260416,35
AUSTRIA,2019 Q2,Premiums written,Life,R1401,,20260416,35
AUSTRIA,2019 Q2,Gross,Life,R1410,3924.474426,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Life,R1420,69.619548,20260416,35
AUSTRIA,2019 Q2,Net,Life,R1500,3854.854878,20260416,35
AUSTRIA,2019 Q2,Premiums earned,Life,R1501,,20260416,35
AUSTRIA,2019 Q2,Gross,Life,R1510,3876.402423,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Life,R1520,69.921315,20260416,35
AUSTRIA,2019 Q2,Net,Life,R1600,3806.481108,20260416,35
AUSTRIA,2019 Q2,Claims incurred,Life,R1601,,20260416,35
AUSTRIA,2019 Q2,Gross,Life,R1610,4351.868036,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Life,R1620,52.479699,20260416,35
AUSTRIA,2019 Q2,Net,Life,R1700,4299.388338,20260416,35
AUSTRIA,2019 Q2,Changes in other technical provisions,Life,R1701,,20260416,35
AUSTRIA,2019 Q2,Gross,Life,R1710,-346.65537,20260416,35
AUSTRIA,2019 Q2,Reinsurers' share,Life,R1720,8.84958,20260416,35
AUSTRIA,2019 Q2,Net,Life,R1800,-355.50495,20260416,35
AUSTRIA,2019 Q2,Expenses incurred,Life,R1900,699.943473,20260416,35
AUSTRIA,2019 Q2,Other expenses,Life,R2500,36.143267,20260416,35
AUSTRIA,2019 Q2,Balance - other technical expenses/income,Life,R2510,,20260416,35
AUSTRIA,2019 Q2,Total technical expenses,Life,R2600,736.08674,20260416,35
AUSTRIA,2019 Q2,Net Combined Ratio,Non-Life,Z0001,0.93,20260416,35
AUSTRIA,2019 Q2,Net Expense Ratio,Non-Life,Z0002,0.35,20260416,35
AUSTRIA,2019 Q3,Premiums written,Non-Life,R0101,,20260416,35
AUSTRIA,2019 Q3,Gross - Direct Business,Non-Life,R0110,7839.182648,20260416,35
AUSTRIA,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,954.377536,20260416,35
AUSTRIA,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,10.764176,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Non-Life,R0140,2291.035282,20260416,35
AUSTRIA,2019 Q3,Net,Non-Life,R0200,6513.289079,20260416,35
AUSTRIA,2019 Q3,Premiums earned,Non-Life,R0201,,20260416,35
AUSTRIA,2019 Q3,Gross - Direct Business,Non-Life,R0210,7447.46689,20260416,35
AUSTRIA,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,932.319628,20260416,35
AUSTRIA,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,10.654554,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Non-Life,R0240,2164.045203,20260416,35
AUSTRIA,2019 Q3,Net,Non-Life,R0300,6226.395869,20260416,35
AUSTRIA,2019 Q3,Claims incurred,Non-Life,R0301,,20260416,35
AUSTRIA,2019 Q3,Gross - Direct Business,Non-Life,R0310,4325.522719,20260416,35
AUSTRIA,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,573.0224,20260416,35
AUSTRIA,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,26.472707,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Non-Life,R0340,1187.155601,20260416,35
AUSTRIA,2019 Q3,Net,Non-Life,R0400,3737.862225,20260416,35
AUSTRIA,2019 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,35
AUSTRIA,2019 Q3,Gross - Direct Business,Non-Life,R0410,-0.933918,20260416,35
AUSTRIA,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,35
AUSTRIA,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Non-Life,R0440,0.0,20260416,35
AUSTRIA,2019 Q3,Net,Non-Life,R0500,-0.933918,20260416,35
AUSTRIA,2019 Q3,Expenses incurred,Non-Life,R0550,2141.101856,20260416,35
AUSTRIA,2019 Q3,Other expenses,Non-Life,R1200,87.683946,20260416,35
AUSTRIA,2019 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20260416,35
AUSTRIA,2019 Q3,Total technical expenses,Non-Life,R1300,2228.785801,20260416,35
AUSTRIA,2019 Q3,Premiums written,Life,R1401,,20260416,35
AUSTRIA,2019 Q3,Gross,Life,R1410,5771.427372,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Life,R1420,107.720641,20260416,35
AUSTRIA,2019 Q3,Net,Life,R1500,5663.706731,20260416,35
AUSTRIA,2019 Q3,Premiums earned,Life,R1501,,20260416,35
AUSTRIA,2019 Q3,Gross,Life,R1510,5792.801624,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Life,R1520,107.691324,20260416,35
AUSTRIA,2019 Q3,Net,Life,R1600,5685.1103,20260416,35
AUSTRIA,2019 Q3,Claims incurred,Life,R1601,,20260416,35
AUSTRIA,2019 Q3,Gross,Life,R1610,6382.327195,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Life,R1620,83.134234,20260416,35
AUSTRIA,2019 Q3,Net,Life,R1700,6299.192961,20260416,35
AUSTRIA,2019 Q3,Changes in other technical provisions,Life,R1701,,20260416,35
AUSTRIA,2019 Q3,Gross,Life,R1710,-255.299034,20260416,35
AUSTRIA,2019 Q3,Reinsurers' share,Life,R1720,10.17777,20260416,35
AUSTRIA,2019 Q3,Net,Life,R1800,-265.476804,20260416,35
AUSTRIA,2019 Q3,Expenses incurred,Life,R1900,1036.543412,20260416,35
AUSTRIA,2019 Q3,Other expenses,Life,R2500,46.768896,20260416,35
AUSTRIA,2019 Q3,Balance - other technical expenses/income,Life,R2510,,20260416,35
AUSTRIA,2019 Q3,Total technical expenses,Life,R2600,1083.312308,20260416,35
AUSTRIA,2019 Q3,Net Combined Ratio,Non-Life,Z0001,0.94,20260416,35
AUSTRIA,2019 Q3,Net Expense Ratio,Non-Life,Z0002,0.34,20260416,35
AUSTRIA,2019 Q4,Premiums written,Non-Life,R0101,,20260416,35
AUSTRIA,2019 Q4,Gross - Direct Business,Non-Life,R0110,9827.071403,20260416,35
AUSTRIA,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,1200.836285,20260416,35
AUSTRIA,2019 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,15.356982,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Non-Life,R0140,2899.647706,20260416,35
AUSTRIA,2019 Q4,Net,Non-Life,R0200,8143.616965,20260416,35
AUSTRIA,2019 Q4,Premiums earned,Non-Life,R0201,,20260416,35
AUSTRIA,2019 Q4,Gross - Direct Business,Non-Life,R0210,9799.285909,20260416,35
AUSTRIA,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,1183.885879,20260416,35
AUSTRIA,2019 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,17.530458,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Non-Life,R0240,2892.159787,20260416,35
AUSTRIA,2019 Q4,Net,Non-Life,R0300,8108.542459,20260416,35
AUSTRIA,2019 Q4,Claims incurred,Non-Life,R0301,,20260416,35
AUSTRIA,2019 Q4,Gross - Direct Business,Non-Life,R0310,5777.051971,20260416,35
AUSTRIA,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,727.345645,20260416,35
AUSTRIA,2019 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,16.111293,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Non-Life,R0340,1664.50627,20260416,35
AUSTRIA,2019 Q4,Net,Non-Life,R0400,4856.002639,20260416,35
AUSTRIA,2019 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,35
AUSTRIA,2019 Q4,Gross - Direct Business,Non-Life,R0410,-0.853062,20260416,35
AUSTRIA,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.199,20260416,35
AUSTRIA,2019 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Non-Life,R0440,0.038811,20260416,35
AUSTRIA,2019 Q4,Net,Non-Life,R0500,-0.692873,20260416,35
AUSTRIA,2019 Q4,Expenses incurred,Non-Life,R0550,2831.634772,20260416,35
AUSTRIA,2019 Q4,Other expenses,Non-Life,R1200,112.536029,20260416,35
AUSTRIA,2019 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20260416,35
AUSTRIA,2019 Q4,Total technical expenses,Non-Life,R1300,2944.1708,20260416,35
AUSTRIA,2019 Q4,Premiums written,Life,R1401,,20260416,35
AUSTRIA,2019 Q4,Gross,Life,R1410,7763.518771,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Life,R1420,153.615768,20260416,35
AUSTRIA,2019 Q4,Net,Life,R1500,7609.903003,20260416,35
AUSTRIA,2019 Q4,Premiums earned,Life,R1501,,20260416,35
AUSTRIA,2019 Q4,Gross,Life,R1510,7778.154309,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Life,R1520,159.15991,20260416,35
AUSTRIA,2019 Q4,Net,Life,R1600,7618.994399,20260416,35
AUSTRIA,2019 Q4,Claims incurred,Life,R1601,,20260416,35
AUSTRIA,2019 Q4,Gross,Life,R1610,8810.050637,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Life,R1620,112.910696,20260416,35
AUSTRIA,2019 Q4,Net,Life,R1700,8697.13994,20260416,35
AUSTRIA,2019 Q4,Changes in other technical provisions,Life,R1701,,20260416,35
AUSTRIA,2019 Q4,Gross,Life,R1710,-526.428934,20260416,35
AUSTRIA,2019 Q4,Reinsurers' share,Life,R1720,25.747765,20260416,35
AUSTRIA,2019 Q4,Net,Life,R1800,-552.176699,20260416,35
AUSTRIA,2019 Q4,Expenses incurred,Life,R1900,1418.72417,20260416,35
AUSTRIA,2019 Q4,Other expenses,Life,R2500,66.346666,20260416,35
AUSTRIA,2019 Q4,Balance - other technical expenses/income,Life,R2510,,20260416,35
AUSTRIA,2019 Q4,Total technical expenses,Life,R2600,1485.070836,20260416,35
AUSTRIA,2019 Q4,Net Combined Ratio,Non-Life,Z0001,0.95,20260416,35
AUSTRIA,2019 Q4,Net Expense Ratio,Non-Life,Z0002,0.35,20260416,35
AUSTRIA,2020 Q1,Premiums written,Non-Life,R0101,,20260416,35
AUSTRIA,2020 Q1,Gross - Direct Business,Non-Life,R0110,3360.6956,20260416,35
AUSTRIA,2020 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,345.029319,20260416,35
AUSTRIA,2020 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,6.770073,20260416,35
AUSTRIA,2020 Q1,Reinsurers' share,Non-Life,R0140,1025.603726,20260416,35
AUSTRIA,2020 Q1,Net,Non-Life,R0200,2686.891265,20260416,35
AUSTRIA,2020 Q1,Premiums earned,Non-Life,R0201,,20260416,35
AUSTRIA,2020 Q1,Gross - Direct Business,Non-Life,R0210,2548.518798,20260416,35
AUSTRIA,2020 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,318.033937,20260416,35
AUSTRIA,2020 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,6.863483,20260416,35
AUSTRIA,2020 Q1,Reinsurers' share,Non-Life,R0240,746.586263,20260416,35
AUSTRIA,2020 Q1,Net,Non-Life,R0300,2126.829955,20260416,35
AUSTRIA,2020 Q1,Claims incurred,Non-Life,R0301,,20260416,35
AUSTRIA,2020 Q1,Gross - Direct Business,Non-Life,R0310,1380.339055,20260416,35
